title	date	writer	keyword	contents
[키워드로 보는 사설] 한반도 신뢰 프로세스	2016.02.23		사설|키워드로 보는 사설|프로세스|한반도 신뢰|동북아 평화협력구상|유라시아 이니셔티브|	한반도 신뢰 프로세스는 튼튼한 안보를 바탕으로 남북 간 신뢰를 형성함으로써 남북관계를 발전시키고 한반도에 평화를 정착시켜 통일의 기반을 구축하겠다는 박근혜 정부의 대북정책의 하나다. 박근혜 정부가 북한 혹은 동북아와 관련해 내놓은 정책은 한반도 신뢰 프로세스 외에도 두 가지를 더 들 수 있다. 신뢰를 핵심으로 동북아 지역에 다자협력의 질서를 만들어가겠다는 ‘동북아 평화협력구상’이 그 하나요, 세계 최대 단일 대륙이자 거대 시장인 유라시아 역내의 국가 간 경제협력을 통해 경제 활성화의 기반을 만들어 북한에 대한 개방을 유도해 내겠다는 ‘유라시아 이니셔티브’가 그 둘이다. 사드의 남한 내 배치와 같이 중국의 심기를 민감하게 할 수 있는 문제에 있어서 불협화음을 남기지 않으면서 중국의 대북제재를 성공적으로 이끌어내는 것은 박근혜 정부의 과제라고 할 것이다.
[키워드로 보는 사설] 능동적인 공항안전관리 체계	2016.02.16		사설|키워드로 보는 사설|공항안전관리|공항안전관리 체계|비정규직 외주업체|공항보안 교육|	건강이 질병의 부재 상태이듯 안전은 사고의 부재 상태다. 안전이란 어떠한 사고도 발생하지 않도록 ‘적극적으로’ 대비할 때 가능하다. 따라서 안전관리 체계는 위험을 유발할 인적 요인과 조직적 요인을 모두 찾아내 ‘능동적으로’ 관리하고 경영해야 한다. 인천공항의 경우 인적 요인 면에서 수익 창출보다 안전문화를 최우선 정책으로 추진할 수 있는 전문 경영자가 임명돼야 한다. 이를 위해 보안 관련 정규직 비율을 높이고 인력을 확보한 뒤 공항보안 교육을 강화해야 한다. 조직적 요인 면에서는 안전 및 위험관리의 의사 결정과 실행 절차를 합리적으로 재조정해야 한다. 범정부적 관련 기관의 협조를 컨트롤할 수 있는 권한자가 제 역할을 해야 하고, 공항공사 내에서는 각 실무자가 왜곡 없는 보고 체계를 보장받아야 하며, 관리자는 신속한 결정을 내릴 수 있어야 한다. 85%의 비정규직 외주업체 직원이 보안 실무를 담당하고 15%의 정규직원이 실무책임자인 구조에서는 소통에 문제가 발생할 수밖에 없다.
[키워드로 보는 사설] 문재인	2016.02.02		사설|문재인|키워드로 보는 사설|대통령비서실 시민사회수석|야권과 정치계|대선 후보|	1953년 1월 24일 경남 거제에서 태어났다. 72년 경희대 법대에 수석 입학한 후 당시 총학생회장이던 강삼재를 대신해 총무부장으로서 집회를 주도하다가 75년 4월 11일 집회 때 구속돼 서대문 구치소에 투옥, 대학에서 제적당했다. 출소 후에는 바로 군에 강제 징집되었으며 제대 후에 다시 전두환 군부 독재에 항거하다 청량리 구치소에 투옥됐고, 옥중에서 제22회 사법시험에 합격해 극적으로 풀려났다.    사법연수원 수료 후 판사 임용이 거부되고 나서, 고향 부산으로 내려가 노무현 변호사를 만나 함께 합동법률사무소를 운영하며 오랜 기간 인권변호사로 활동했다. 2003년에 참여정부 초대 대통령비서실 민정수석을 역임했다. 2004년 히말라야 트레킹을 위한 체류 중 노무현의 탄핵 소추 소식을 듣고 즉시 귀국해 변호인단의 간사를 맡았으며, 2005년 다시 청와대에 들어가 대통령비서실 시민사회수석, 민정수석을 거쳐 참여정부 마지막 대통령비서실장을 지냈다. 제19대 총선에 출마해 부산 사상구에서 당선됐으며 이후 대통령 출마를 선언했고, 같은 해 손학규·김두관·정세균 등과 겨루어 전국 순회경선 13회 전승을 거두며 민주통합당 제18대 대선 후보로 확정됐다. 이후 무소속으로 출마한 안철수가 문재인과의 단일화 및 경선 룰 협상을 하던 중, 돌연히 사퇴한 뒤 문재인을 지지하는 방향으로 야권 후보 단일화가 이루어졌으나 새누리당의 박근혜 후보에게 패배했다.    2014년 12월 29일 공식적으로 새정치민주연합의 당 대표 출마를 선언했고, 박지원·이인영 등과 겨루어 이듬해 2월 8일 당 대표에 당선되었다. 2016년 1월 19일 신년기자회견에서 대표직을 내놓고 백의종군하겠다는 입장을 밝힘으로써 당 대표에 선출된 지 345일 만에 중도하차했다. 당 대표직 사퇴 이후 문재인 대표 자신의 정치적 행보뿐 아니라 더불어민주당을 비롯한 야권과 정치계 전반에 어떤 변화가 일어나게 될지, 4월 총선 및 차기 대선에 어떤 영향을 미치게 될지 등 다양한 정치적 전망이 가능한 시점이다.
[키워드로 보는 사설] 중국과 대만의 양안 관계	2016.01.26		키워드로 보는 사설|사설|중국|양안 관계|대만 경제|이후 양안|	중국과 대만의 관계는 흔히 ‘양안 관계(兩岸關係·Cross-Strait relation)’라고 불린다. 그 이유는 두 나라가 상대방의 정부를 서로 공식적으로 인정하지 않기 때문이다. 1949년 국민당이 국공 내전에서 패한 직후 중국 본토에는 중국 공산당이 세운 중화인민공화국이 들어서고 대만에는 국민당의 중화민국 정부가 옮겨 오며 오늘날까지 대결 구도를 이어 오고 있다.    양안 관계 초창기, 대만은 중국과는 ‘접촉하지도 않고, 협상도 하지 않으며, 대화하지 않는다’는 삼불 정책을 앞세웠다. 중국 또한 무력에 의한 대만 통일을 주창했다. 양안 관계는 덩샤오핑(鄧小平)이 ‘1국가 2체제’ ‘통상’ ‘통우’ ‘통항’의 3통 교류 정책을 펼치며 풀리기 시작했다.    이후 양안 사이의 경제 교류는 크게 늘어났다. 90년부터 2000년까지 중국과 대만의 무역액은 무려 6배 늘었으며, 2000년부터 2013년까지 3년 사이에도 6배 증가했다. 인적 교류도 폭발적으로 늘어나고 있다. 2008년 3월 마잉주 총통이 당선되자 양안 관계는 한층 밀접해졌다. 중국과 대만은 비공식 정상회담을 하기도 했다.    하지만 이는 대만 경제에 오히려 좋지 않은 결과를 가져왔다. 공장과 인력이 중국으로 대거 빠져나갔다. 지난 8년간 대만의 연평균 경제성장률은 2.85%에 그쳤고 실업률은 4.47%로 치솟았다.
[키워드로 보는 사설] 북핵 문제에 대한 중국의 3대 원칙	2016.01.19		중국|사설|키워드로 보는 사설|북핵 문제|한반도 비핵화|한반도 평화|	중국의 왕이(王毅) 외교부장은 지난 8일 윤병세 외교부 장관과 전화로 북한의 4차 핵실험 대응책을 논의하면서 ‘결일불가(缺一不可)’란 표현을 썼다. 이는 ‘어느 것 하나라도 빠져서는 안 된다’는 뜻이다. 한반도 비핵화 실현, 한반도 평화와 안정 수호, 대화를 통한 문제 해결이라는 북핵 문제에 대한 중국 정부의 3대 원칙을 강조하면서 덧붙인 말이다. 북한이 수소탄 실험을 성공했다고 발표한 직후 화춘잉(華春瑩) 중국 외교부 대변인이 성명을 통해 “북한의 핵실험에 대해 강력히 반대한다”는 것은 한반도 비핵화 실현이라는 원칙을 확인한 것이고, 왕이 외교부장의 말은 북한 비핵화도 중요하지만 이것을 위해 한반도의 평화·안정, 대화를 통한 문제 해결을 포기할 순 없다는 논리다.
[키워드로 보는 사설] 평화의 소녀상	2016.01.12		사설|키워드로 보는 사설|키워드|자국 역사교과서|캐나다 의회|적극적 노력|	이번에 타결된 협상안에서 눈길을 끄는 점은 ‘최종적 및 불가역적 해결’과 ‘국제사회에서 동 문제에 대해 상호 비난·비판을 자제’한다는 문구이다. 그동안 유엔인권위원회, 국제노동기구 등 국제기구뿐 아니라 미국·유럽연합·네덜란드·캐나다 의회 등이 ‘위안부’ 피해자에 대한 일본의 사죄와 법적 배상, 가해자 처벌 등을 권고하는 결의안을 통과시켰다. ‘위안부’ 피해자들과 정대협 등 관련 단체의 적극적 노력 덕분이다. 그런데 일본이 국제사회의 위신 추락을 알면서도 반성하지 않는 까닭은 피해자들이 고령이기 때문이다. 자국 역사교과서를 바꾸고 망언을 일삼으면서 그들이 기다리는 것은 역사를 지울 시간이다. 그러나 2011년 1000차 수요집회를 기념해 ‘평화의 소녀상’이 등장하자 상황이 달라졌다. 늙지도 죽지도 않는 소녀상은 사람들의 기억을 소환해 역사를 현재로 재현한다. 일본이 수요집회의 할머니들보다 소녀상을 더 껄끄러워하는 이유다. 참고로 일본군 ‘위안부’ 등의 표현을 쓸 때 ‘위안부’ 앞뒤에는 작은따옴표를 써야 한다. 위안부는 일본에 의해 강요된 성 착취와 피해자의 고통을 은폐하려는 의도가 담겨 있는 말이기 때문이다.
[키워드로 보는 사설] 누리과정	2016.01.05		사설|키워드로 보는 사설|누리과정|누리과정 예산|어린이집 누리과정|유치원 누리과정|	대한민국 모든 영·유아에게 동등한 질적 수준의 교육과 보육 서비스를 보장하기 위해 만들어진 유아교육·보육과정이다. 유치원의 유치원 교육과정과 어린이집의 표준보육과정으로 이원화돼 있던 교육과정을 통합하고 2012년 5세, 2013년 3~4세로 대상을 확대해 시행하고 있다. 유치원·어린이집의 구분 없이 동일한 내용을 배우는 것은 물론 부모의 소득 수준에 관계없이 모든 계층의 유아에게 유아학비와 보육료를 지원하는 보육복지 제도이다. 이렇듯 교육과 보육을 통합해 유아교육의 질을 높이고 생애 출발점 평등을 보장한다는 취지로 도입된 누리과정이 갈등의 핵으로 부상한 이유는 총 4조원에 달하는 예산 때문이다. 매년 반복되는 누리과정 예산 파동의 핵심은 어린이집 운영 예산이다. 누리과정의 다른 한 축인 유치원 운영은 교육과정에 포함되기 때문에 시·도 교육청도 예산 편성 원칙에 공감하는 상황이다. 그러나 어린이집은 교육과정이 아니기 때문에 중앙정부가 따로 예산을 편성해 지원하라는 게 시·도 교육청의 요구다. 이런 논리로 현재 서울 등 8개 시·도 교육청이 어린이집 누리과정 예산을 편성하지 않고 있으며, 그중 서울·광주·경기·전남 등 4곳은 형평성 등을 이유로 유치원 누리과정 예산마저 편성하지 않았다. 반면 정부는 누리과정 예산을 중앙정부가 따로 추가해 편성해달라는 일부 지자체와 시·도 교육청의 요구가 부당하다는 입장이다. 우선 누리과정 예산은 2012년부터 지방 교육재정에서 부담해 오던 사업이고, 현행 법령상으로도 지방 교육재정 의무지출 사항이라는 입장이다. 박근혜 대통령과 새누리당은 대선 당시 공약집에서 “0~5세 보육 및 유아교육 국가 완전책임제 실현”을 약속한 바 있다. 그러나 국가 책임이라는 약속과 달리 국고 지원은 이루어지지 않았다. 이를 둘러싼 책임론 공방이 누리과정 예산 갈등의 핵심이다.   
[키워드로 보는 사설] 국가신용등급	2015.12.29		사설 속으로|키워드로 보는 사설|	국가신용등급(sovereign credit ratings)이란 한 나라가 국제 금융시장에서 돈을 빌릴 때 적용되는 신용도를 말한다. 무디스, S&P, 피치 등 국제 신용평가기관이 매기는 장기신용등급은 해당 나라의 금융기관이나 기업이 해외에서 채권을 발행할 수 있는지 여부와 채권의 금리를 정하는 데 기준이 된다. 높은 등급의 신용도를 받는 나라는 싼값에 돈을 빌릴 수 있으므로, 국가신용등급은 국가 경제를 운영하는 데 중요한 지표가 된다.    국가신용등급은 국가 부채의 규모, 정치체제의 안정성, 국제 금융시장과의 통합도, 국가 안보상의 위험 요소, 경제성장률, 인플레이션, 외채 및 외환보유액 등등을 감안해 매겨진다. 한 나라의 부채 상환 능력을 종합적으로 평가해 점수를 부여하는 셈이다. 하지만 주요 국제 신용평가기관들의 신용등급 평가가 제대로 된 것인지를 놓고는 줄곧 논란이 벌어지곤 한다. 2008년 글로벌 금융위기 당시, 미국의 서브프라임 모기지(비우량 주택담보대출)는 이미 오래전부터 문제가 되고 있었다. 하지만 국제 신용평가사들은 금융위기가 불거지기 직전까지 관련 기업들에 높은 등급을 부여해 위기를 키운 측면이 있다.    1997년, 우리나라의 외환위기 때도 국제 신용평가사들은 혼란스러운 모습을 보였다. 위기 직전까지 우리나라는 높은 신용등급을 유지했으나, 구제금융을 신청하자마자 한국의 신용도는 불과 10여 일 만에 ‘A3’에서 ‘Ba1’으로 4단계나 떨어졌다. 국제 신용평가사들이 위기의 징후를 전혀 알아채지 못하다가, 문제가 불거진 다음에야 뒤늦게 등급을 낮추어 더 큰 경제 혼란을 초래했다는 분석이 지배적이다.    신용평가기관은 국가의 신용등급을 정한 뒤 해당 국가나 기업을 관찰하며 등급 조정을 한다. 조정에 앞서 등급마다 ‘전망’을 붙이는 것이 일반적이다. 상향 조정될 가능성이 크면 ‘긍정적(Positive)’으로, 지금 상태가 당분간 유지될 가능성이 농후하면 ‘안정적(Stable)’으로, 등급이 내려갈 가능성이 크면 ‘부정적(Negative)’으로 전망하는 식이다.
[키워드로 보는 사설] 다른 나라의 저출산 대책	2015.12.22		사설 속으로|	선진국들은 1930년대부터 저출산 추세에 대응하기 위한 다양한 출산 장려 정책을 펴고 있다. 프랑스는 1919년부터 가족정책 위주의 출산 장려책을 펼쳐 최근 5년간 연평균 1.89명의 비교적 높은 합계출산율을 유지하고 있다. 2명 이상의 자녀를 둔 가정에 ‘가족수당’이 지급되고 있으며 3세 이하 자녀 또는 임신 5개월 이상 임산부가 있는 가정에는 ‘영유아 수당’을 준다. 프랑스는 혼외출산 아이를 차별하지 않는다. 2006년 혼인 부부의 출산과 혼외출산을 구별하는 규정을 폐지했다. 미혼이어도 자녀를 양육하고 있다는 조건만 갖추면 직장 내 각종 수당과 휴가 등의 혜택을 받을 수 있다. 프랑스의 합계출산율은 93년 1.65명에서 2012년 2.01명까지 상승했다.    스웨덴은 75년 여성에게만 적용되던 출산 휴직 제도를 남성도 자녀 양육 차원에서 사용할 수 있도록 하는 ‘부모휴가법’을 제정했다. 육아 휴직도 남녀에 따른 우선권 적용 없이 부모가 평등하게 권리를 행사할 수 있다. 프랑스·스웨덴 등은 일·가정 양립을 사회정책적으로 지원하고 공공 보육 기반을 구축해 저출산 국가에서 고출산 국가로 성공적으로 변신했다.
[키워드로 보는 사설] 법조인 양성 제도의 딜레마	2015.12.15		사설 속으로|키워드로 보는 사설|	법무부의 사시 폐지 유예 발표에 따라 2021년까지는 사시와 로스쿨이 병행될 가능성이 크다. 법무부가 로스쿨 시행 10년을 맞는 시기인 2021년을 사시 폐지의 해로 발표하면서 그때까지 노력하겠다고 제시한 대안은 세 가지다.    첫째는 변호사시험 응시 대상의 확대다. 현행법상 로스쿨 졸업생들만 변호사시험을 볼 수 있으나 사시에 준하는 별도의 시험에 붙은 사람에게도 응시 자격을 주는 것이다. 일명 ‘예비시험’ 제도인데, 새로운 예비시험 낭인의 출현 가능성과 로스쿨 안착을 어렵게 한다는 점에서 양측 모두에게 비판받고 있다. 둘째는 로스쿨 운영의 공정성과 안정성을 확보할 수 있도록 입학, 학사 관리, 졸업 후 채용 등 제도를 개선하는 것이다. 이는 국가가 로스쿨의 자율권에 어느 정도 개입할 수 있는지와 국비 지원에 따른 합리성 논란 등으로 이어질 것으로 보인다. 셋째는 사시 존치로 결정될 경우에 대비해 국가 부담의 사법연수원 대신 자비 부담의 대학원 형식 연수기관 설립안이다. 이 경우 사법개혁의 일환으로 추진된 로스쿨의 취지를 원점으로 되돌려 향후 사회적 논쟁은 더욱 격해질 것으로 예상된다. 사법은 사회 정의의 구현체이고 그 영향력은 전 국민에게 미친다. 법률가는 법 시스템의 일부이자 제도를 구현하는 1차 인력이므로 그 양성과 선발이 우리 모두의 문제라는 점을 깊이 인식할 필요가 있다.   
[키워드로 보는 사설] 김영삼 전 대통령	2015.12.08		사설 속으로|키워드로 보는 사설|	김영삼 전 대통령은 1927년 12월 20일 경남 거제에서 태어나 2015년 11월 22일 89세를 일기로 세상을 떠났다. 1947년 경남고등학교를 나와 1952년 서울대학교 철학과를 졸업했다.    1951년 장택상 국무총리 비서로 정치에 입문해 1954년 제3대 민의원 선거에서 자유당 후보로 출마했다. 만 26세에 최연소 의원으로 당선되면서 의정활동을 시작해 민주당 창당에 참여하고 이후 민주화 투쟁에 앞장섰다.    1970년대 40대 기수론을 제창하고 김대중과 함께 박정희 정권에 맞서 반독재 민주화 운동을 펼쳤고, 1990년 3당 합당에 의해 여당의 대통령 후보가 되어 12월 18일 실시된 제14대 대통령 선거에서 42%의 지지를 얻어 민주당의 김대중 후보를 누르고 대통령에 당선되었다.    1993년 2월 25일 대통령에 취임한 김영삼은 자신의 정부를 최초의 ‘문민정부’로 규정하고 ‘신한국 창조’라는 국정 지표를 바탕으로 광범위한 개혁을 추진했다. 검찰 사정과 고위공직자 재산공개 등 정치 개혁을 필두로 군내 사조직인 하나회의 제거, 국군보안사의 조직 축소와 명칭 변경, 금융실명제 실시 등 핵심적인 개혁을 통해 국민들의 높은 지지를 받았다. 그러나 개혁철학과 개혁방향이 모호한 상태에서 대통령의 결단에만 의존해 개혁이 진행되면서 문제점들이 노출되었다. 그 결과 임기 중 발생한 무수히 많은 사건·사고들뿐만 아니라 정경유착의 표본인 한보비리 사건 및 차남 김현철의 국정개입 등 일련의 사건으로 심각한 정치적 위기에 직면했다. 설상가상으로 집권 말기에 발생한 외환위기 상황에서 IMF 관리체제를 수용함으로써 엄청난 국민적 비판 속에서 임기를 마감했다.    김대중 대통령과 함께 우리나라 민주화에 청춘을 바쳤으며, 대통령에 당선되고 민주주의 정착을 위해 많은 노력을 한 김영삼 대통령이지만 대통령 당선을 위해 군사정권과 손을 잡은 3당 합당과 국민을 고난에 빠뜨린 IMF 사태는 그의 그림자로 공과 과가 뚜렷한 대통령이었다.
[키워드로 보는 사설] 이슬람국가(IS)	2015.12.01		사설|IS|사설 속으로|키워드로 보는 사설|	이슬람국가(Islam State)는 이라크 및 시리아 일부 지역을 차지하고 있는 급진 수니파 무장단체다. 이슬람·레반트 이슬람국가(ISIL), 이라크·시리아 이슬람국가(ISIS), 다에시(Daesh)라고 불리기도 한다.    이슬람국가는 우리에게도 생소한 테러단체가 아니다. 2004년 6월, 이라크에서 선교사 김선일씨를 납치 살해한 테러집단이 이슬람국가의 전신(前身)인 ‘유일신과 성전’이다. 이 단체는 2004년 10월, 이름을 ‘이라크 알카에다’로 바꿨다.    2011년 시리아 내전이 격화되자 당시 조직의 지도자 아부 바크르 알바그다디는 ‘이라크 및 시리아 이슬람국가(ISIS 혹은 ISIL)’를 출범시켰다. 이후 이라크 서부와 시리아 동부 지역을 차지한 뒤 이라크 제2도시 모술까지 점령하면서 마침내 2014년 6월 29일 ‘이슬람국가’ 수립을 선포했다.    이슬람국가는 ‘칼리프의 나라(caliphate)’임을 앞세운다. 칼리프는 이슬람의 창시자인 무함마드의 대리인을 뜻하는 말이다. 이는 무함마드의 종교적·정치적 권리와 의무를 이어받아 이슬람 세계를 다스리는 최고통치자다. 칼리프 제도는 632년 무함마드가 사망한 후 661년까지 계속됐다. 이슬람국가는 정교 일치를 이뤘던 과거의 이슬람 세계로 돌아가겠다고 선언한 것이다.    이슬람국가는 점령한 영토에서 거두는 풍부한 자금을 이용해 전 세계 청소년을 대상으로 한 선전·홍보전략으로도 악명 높다. 잔인한 처형 동영상으로 극단주의 성향의 무슬림들을 자극할뿐더러 온갖 감언이설로 사회 불만이 많은 세계 각국의 청소년을 유혹하고 있기 때문이다.
[키워드로 보는 사설] 이원집정부제(二元執政府制)	2015.11.24		사설|사설 속으로|키워드로 보는 사설|이원집정부제|프랑스식 이원집정부제|현대 이원집정부제|이원집정부제 개념|	이원집정부제란 대통령중심제와 내각책임제가 절충되고 혼합된 제도다. 내란·전쟁 등의 비상시에는 대통령이 행정권을 전적으로 행사하나 평상시에는 총리가 내정에 관한 행정권을 행사하며 대통령은 외교·국방 등의 권한만을 가지는 제도다.    국민이 뽑는 대통령은 외교·통일·국방 등 외치를 전담하고, 의회가 선출하는 총리는 내치를 관장한다. 대통령은 조약 체결·국방통수권·국회 해산·정당 해산 제소·계엄 선포·긴급명령 등의 권한을, 총리는 행정부 통할·법률안 제출권·예산편성권·행정입법권 등의 권한을 갖는다.    이원집정부제는 대통령에게 쏠린 권력을 나눠 갖도록 하자는 데 있다. 이원집정부제 개념은 독일의 바이마르 헌법에서 처음 등장했다. 현대 이원집정부제를 시행하고 있는 대표적인 국가는 프랑스다. 프랑스식 이원집정부제는 대통령에게 강력한 권한을 부여하면서도 의원내각제 요소를 기본으로 하는 정부 형태다. 이외에 핀란드, 오스트리아, 아일랜드, 아이슬란드, 포르투갈 등이 채택하고 있다.
[키워드로 보는 사설] 동북아 패러독스와 국제 협력	2015.11.17		사설|사설 속으로.키워드로 보는 사설|패러독스|동북아 패러독스|국제 협력|동북아 정세|	동북아 패러독스란 국가 간 경제협력은 원활히 진행되는 반면 정치적 갈등은 매우 심각한 동북아 정세의 특징을 말한다. 동북아에서 강대국의 각축에도 불구하고 균형이 유지된 것은 초강대국인 미국이 균형자 역할을 해왔기 때문이다. 이제는 미국과 중국의 세계 전략 변화에 따라 동북아의 경쟁도, 협력 방식도 모두 다양해졌다. 그 가운데 협력은 세 가지로 나뉜다. 우선 ‘동맹지향적 협력’으로서 안보적 이해를 같이하는 국가들끼리 결합하는 방식이 있다. 한·미·일, 미·일·호 협력 등이 그 예인데, 견제 대상과 목적에 따라 회원국이 다르다. 둘째는 지역에 기반한 응집을 통해 관련국의 이익을 도모하는 ‘지역주의적 협력’이 있다. 이번 한·중·일 정상회담처럼 한·중·일 FTA 및 북핵 공조 등 이익의 공통분모를 극대화하기 위해 긴밀한 협조를 도모한다. 셋째는 실용적 차원에서 제한된 목표를 위해 모이는 ‘기능주의적 협력’도 있다. 북한의 핵 도발이나 체제 붕괴 등 급작스러운 변화가 발생한다면 한·미·중의 한시적 공조가 요구된다. 따라서 동북아 패러독스 감소를 위해서는 평화유지와 동반성장을 목표로 한 국제협력을 다양화할 필요가 있다.   
[키워드로 보는 사설] 검찰총장	2015.11.10		사설|사설 속으로|키워드로 보는 사설|검찰총장|과거 검찰총장|국내 검찰사무|정치적 중립성|	검찰총장은 법적으로 대검찰청의 각종 사무 및 국내 검찰사무를 통할하며, 소관 검찰청 공무원을 지휘·감독하는 관직이다.    신분적으로는 법무부 장관의 지휘·감독을 받게 되어 있지만 장관은 국무위원이자 정치적 공무원이기 때문에 검찰 사무가 정치적 영향을 받을 위험성을 고려해 검찰청법은 “법무부 장관은 검찰 사무의 최고 감독자로서 일반적으로 검사를 지휘·감독한다. 구체적 사건에 대하여는 검찰총장만을 지휘·감독한다”라고 규정하고 있다. 따라서 검찰총장은 법무부 장관과 검사 사이에서 정치적 방파제로서의 중요한 지위와 기능을 담당하게 되어 있다. 종래에는 임명제였으나 검찰총장의 정치적 중립성을 강화하는 차원에서 1988년 12월 검찰청법을 변경해 2년 임기를 보장했다.    권력자들에게 공포의 대상이었던 검찰총장 직속부대인 대검 중앙수사부가 폐지되기는 했지만 여전히 2000여 명의 검사 수장으로 국가 사정기관의 정점에 있는 검찰총장의 힘은 다른 권력기관을 압도한다. 한편 경찰청장이나 국세청장과 달리 검찰의 수장을 검찰총장이라 부르는 것은 사법기관인 검찰의 중립성과 독립성 때문이다. 휘두를 권력이 막강한 만큼 검찰총장에게 법과 원칙에 따른 엄정한 정의의 집행자가 될 것을 바라는 국민의 요구도 엄중하고 크다. 하지만 과거 검찰총장 중에는 정치적 중립성과 공정성보다는 권력자 입장에서 권력을 오·남용했다는 평가를 받는 사례가 적지 않았다. 오히려 국민으로부터 중립적이고 독립적으로 검찰 권력을 정의롭게 행사했다는 긍정적인 평가보다는 그 반대에 해당하는 검찰총장이 더 많았다. 김수남 신임 검찰총장 후보자에 대한 평가도 이런 점에서 기대와 우려가 동시에 교차하고 있다.   
[키워드로 보는 사설] 남북분단과 이산가족문제	2015.11.03		이산가족 상봉|사설 속으로|키워드로 보는 사설|이산가족문제|남북이산가족 고향방문단|이산가족방문단 교환|	남북 분단으로 생긴 이산가족의 수는 1000만 명에 달한다. 그럼에도 6·25전쟁과 이어진 동서 냉전의 분위기 속에서 이산가족 상봉은 한동안 남북 사회에서 금기시돼 왔다. 1985년 남북은 ‘남북이산가족 고향방문단 및 예술 공연단’을 구성해 처음으로 이산가족 상봉의 물꼬를 텄다. 이후 2000년 ‘6·15 남북공동선언’을 통해 이산가족 등 인도적 문제의 조속한 해결에 합의함에 따라 2000년 8월 제1차 이산가족방문단 교환이 이뤄졌다. 2005년 8월 15일에는 서울과 평양·인천·수원·대전·대구·광주·부산 등을 연결한 화상 상봉이 실시됐다.    그 후 현재까지 20차례 상봉이 이뤄졌으나 남북의 정치·군사적 상황에 따라 이산가족 만남은 자주 중단되곤 했다. 2008년 이후에는 불과 세 차례 만남만 이뤄졌으며 2010년 말 북한의 연평도 포격 사건으로 한동안 상봉이 끊기기도 했다. 나아가 2013년에는 남측 언론의 비판을 구실로 삼아 북측이 상봉 나흘을 앞두고 행사를 전격 취소하기도 했다.    이산가족 상봉 대기자는 남측에서만 6만 명이 넘는다. 당초 신청자는 12만 명이 넘었지만 절반 넘게 가족을 보지 못한 채 숨을 거두었다. 현재 같은 상황이 계속된다면 모든 이산가족이 죽기 전에 서로 만나기란 불가능에 가깝다. 이북도민회 중앙연합회 등 실향민 단체들은 지난 8월 유엔의 ‘실향민 처리지침’을 근거로 청원을 냈다. 이산가족 문제를 국제사회에 보편적 인권문제로 공론화하기 위해서였다.
[키워드로 보는 사설] 게리맨더링(Gerrymandering)	2015.10.27		사설|사설 속으로|키워드로 보는 사설|게리맨더링|선거구 조작|불도마뱀 샐러맨더|엘브리지 게리|	게리맨더링은 선거구를 정하면서 특정 정당이나 특정인에게 유리하도록 선거구를 구성하는 것을 말한다. 게리맨더링은 미국 매사추세츠 주지사였던 엘브리지 게리(E. Gerry)가 1812년 선거에 자기 당이 유리하도록 선거구를 분할했는데 그 형태가 부자연스럽고, 생긴 모양이 그리스신화에 나오는 불도마뱀 샐러맨더(salamander)와 유사하게 생겼다 하여 게리와 샐러맨더가 결합돼 생겨난 말이다. 게리의 선거구 조작에도 불구하고 당시 공화당은 5만164표를 얻어 29명의 당선자를 낸 데 비해, 야당은 5만1766표를 얻고도 11명의 당선자밖에 내지 못했다고 한다. 이후 각국의 선거법은 이를 모범 삼아 자의적이고 인위적인 선거구를 제한함으로써 공정 선거를 실현해 국민의 정치적 의사가 선거에 정확히 반영되도록 노력하고 있다.
[키워드로 보는 사설] 폴크스바겐의 위기	2015.10.20		사설|사설 속으로|키워드로 보는 사설|폴크스바겐|리콜 명령|리콜 비용|강제 리콜|	폴크스바겐은 자동차 판매량 세계 1위 회사다. 그래서 미국의 리콜 명령이 불러온 파장도 세계적이다. 미국은 강력한 규제력을 가진 ‘청정공기법’에 의거해 강제 리콜을 명령했고, 앞으로 21조원 규모의 징벌적 과징금도 부과할 수 있다. 반면 우리나라의 ‘자동차관리법’에서는 과징금 최대 한도가 10억원 이내이고 소비자에 대한 배상을 강제할 권한도 없다. 2013년 ‘대기환경보전법’에 의거해 환경부가 결함 부품에 대한 시정을 요구했지만 폴크스바겐코리아 측에서 의무 기간이 법에 명시돼 있지 않다는 이유로 리콜하지 않아 과태료 3100만원을 부과받은 적도 있다. 초기에 사과했던 미국에서와 달리 우리나라에서 사후 관리를 소홀히 하는 것은 법 체계의 미흡에도 원인이 있다.    또 미국은 허위 광고와 부당이득에 대한 법적 대응도 신속했다. 미국 법무부는 형사기소를 준비 중이고 50개 주 정부도 집단 소송에 돌입했으며 미 의회는 청문회를 열 예정이다. 미국 소비자들은 리콜 명령 당일 즉각 손해배상을 요구하는 집단소송을 제기했다. 향후 주가 하락에 따른 투자자의 소송, 자동차 딜러 및 연관 분야 피해자들의 소송 도 예상된다. 미국 리콜만이 아니라 전 세계 의심 차량 1100만 대를 모두 리콜한다면 리콜 비용 총액은 80조원에 이른다고 한다. 현재 독일·프랑스·호주·스위스·한국 등도 규제 당국이 조사에 나서고 있어 각국 법에 따른 과징금과 민·형사상의 줄소송까지 합하면 그 비용과 파장의 끝을 가늠하기 어렵다. 클린 디젤 신화의 몰락이 폴크스바겐뿐 아니라 다른 자동차 회사에까지 이어질 경우 세계경제는 크게 요동칠 것이다.
